in s,C1 in V
-1.1354944E-03,3.22266E-02
-1.1354760E-03,-6.83594E-03
-1.1354576E-03,2.24609E-02
-1.1354392E-03,-6.83594E-03
-1.1354208E-03,2.92969E-03
-1.1354024E-03,-2.63672E-02
-1.1353840E-03,4.19922E-02
-1.1353656E-03,6.15234E-02
-1.1353472E-03,2.92969E-03
-1.1353288E-03,-6.83594E-03
-1.1353104E-03,1.26953E-02
-1.1352920E-03,-1.66016E-02
-1.1352736E-03,-6.83594E-03
-1.1352552E-03,2.92969E-03
-1.1352368E-03,-3.61328E-02
-1.1352184E-03,2.24609E-02
-1.1352000E-03,-2.63672E-02
-1.1351816E-03,2.24609E-02
-1.1351632E-03,-6.83594E-03
-1.1351448E-03,2.92969E-03
-1.1351264E-03,1.26953E-02
-1.1351080E-03,3.22266E-02
-1.1350896E-03,2.92969E-03
-1.1350712E-03,2.92969E-03
-1.1350528E-03,2.92969E-03
-1.1350344E-03,2.92969E-03
-1.1350160E-03,-6.83594E-03
-1.1349976E-03,2.24609E-02
-1.1349792E-03,-1.66016E-02
-1.1349608E-03,-6.83594E-03
-1.1349424E-03,-6.83594E-03
-1.1349240E-03,2.24609E-02
-1.1349056E-03,2.24609E-02
-1.1348872E-03,2.92969E-03
-1.1348688E-03,-1.66016E-02
-1.1348504E-03,3.22266E-02
-1.1348320E-03,2.24609E-02
-1.1348136E-03,2.24609E-02
-1.1347952E-03,2.92969E-03
-1.1347768E-03,-6.83594E-03
-1.1347584E-03,-1.66016E-02
-1.1347400E-03,2.92969E-03
-1.1347216E-03,-6.83594E-03
-1.1347032E-03,2.24609E-02
-1.1346848E-03,-1.66016E-02
-1.1346664E-03,-6.83594E-03
-1.1346480E-03,2.92969E-03
-1.1346296E-03,1.26953E-02
-1.1346112E-03,2.24609E-02
-1.1345928E-03,-6.83594E-03
-1.1345744E-03,3.22266E-02
-1.1345560E-03,2.92969E-03
-1.1345376E-03,-6.83594E-03
-1.1345192E-03,1.26953E-02
-1.1345008E-03,3.22266E-02
-1.1344824E-03,-2.63672E-02
-1.1344640E-03,2.92969E-03
-1.1344456E-03,3.22266E-02
